1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"-march=native
","-xHost
","-unroll
","-ipo
","-march=native -xHost
","-march=native -unroll
","-march=native -ipo
","-xHost -unroll
","-xHost -ipo
","-unroll -ipo
","-march=native -xHost -unroll
","-march=native -xHost -ipo
","-march=native -unroll -ipo
","-xHost -unroll -ipo
","-march=native -xHost -unroll -ipo
"
37.68,37.54,40.86,43.93,37.48,37.42,41.1,37.57,41.77,44.01,37.5,40.97,40.88,40.95,40.71
1.4971917,1.4917546,1.6236907,1.7458028,1.4895252,1.4871542,1.6334601,1.492984,1.6597843,1.7489386,1.4901353,1.6282486,1.6245503,1.6274701,1.6179556
1.07961783439,1.08364411295,0.995594713656,0.92601866606,1.08537886873,1.0871191876,0.989781021898,1.08277881288,0.973904716304,0.924335378323,1.0848,0.992921649988,0.995107632094,0.993406593407,0.999263080324
1.07966655172,1.08360168623,0.995551554246,0.925916604098,1.08522353298,1.08695372679,0.989597358393,1.08270939273,0.973902331767,0.924256460461,1.08477921434,0.992764741207,0.995024777011,0.993239630025,0.999080444482
